"CustomerID","Test_Group","Outcome","State_Available","Email_Available"
"15746070OEICXSHF","control",0,1,0
"41314181HKYVTDRV","control",0,1,0
"78843552OKMIRMPV","test",0,0,0
"40210069DRFRPRHB","control",0,0,0
"18486305ZLSGLJBN","test",0,0,0
"07205972KBDKCUUN","test",0,1,0
"82357231KHWHBNOR","control",0,0,0
"47980101JDJIEHDE","test",0,1,1
"69315638FIXMFDJD","control",0,1,0
"48644512XKTNCDKU","control",0,0,0
"01946584RRAQUMHC","control",0,1,0
"96733639FRKHJESB","test",1,0,1
"27799791RLMOBQVD","test",0,1,0
"48220679FXFBDFQR","test",0,1,0
"27333893YZGSZDEC","test",0,0,0
"22411171MNYGLGPK","control",0,0,0
"92564895CWZYXGGH","test",0,1,0
"82488609HVBEGPKR","control",0,0,0
"42826428ZFSSZIMT","test",0,0,1
"01673438KCVNGAZK","control",0,0,1
"65927341FVFUMBXK","control",0,0,1
"34351773OZUHYKMW","test",0,1,1
"79382145ZHFDZGPE","test",0,0,0
"14363460IZFFHCVO","test",0,1,0
"73804025FDDJYKLR","control",0,1,1
"01708443RCHVQWEE","control",0,0,0
"95066128KUZCVQOV","test",0,0,0
"10386163VEAEMFSM","test",0,0,0
"93127422OKHRLDQL","control",0,0,0
"50465741YDSOLTVX","control",0,0,0
"29789378CEUGUGTO","test",0,0,0
"32194066MCCKPPZP","control",0,0,0
"05584487RLDFZXFR","control",0,1,0
"29577030XGMISITE","test",0,0,0
"29394792ZUEVTGQN","test",0,1,0
"44574624VELXSHCU","control",0,0,0
"99295886UWVAPFDG","test",0,0,0
"71389874CSGXLFBD","control",0,0,0
"27979711AQLSRBVP","test",0,0,0
"15593582KZLEAPFF","test",0,0,0
"25670822FYBVOCWC","control",0,1,1
"73444634KJFSKPKG","control",0,1,0
"82351319IGZYXKSX","test",0,0,0
"00998126VQBSJMNV","control",0,0,0
"94958079GJPVLNRL","test",0,0,0
"01954862NDCRKYKJ","test",0,0,0
"87095159IXTLFWQQ","control",0,0,0
"88062986IEVQZREI","test",0,1,0
"31844673WMTIOZTE","control",0,0,0
"89905362LNFEIULH","test",0,0,0
"17391694NVWMLNBZ","control",0,0,0
"91322765NVELDXFK","test",0,0,0
"50778032XDARTDPE","control",0,0,0
"24156535BLBERUDT","control",0,1,0
"45706090KJOLLTPK","test",0,0,0
"51202944PIVQNWFB","control",0,0,0
"07936277AFCRTBPU","test",0,0,0
"23187552LEHULZCT","control",0,0,0
"36828858VIDOACCW","test",0,0,0
"91026203MNHSYEKC","control",0,0,0
"28837260DOHEYNOS","control",0,0,0
"39908777JHIQMPAJ","test",0,0,0
"91336553MBAYZDSR","test",1,0,0
"44556159IOAQGGTG","control",0,1,0
"93374748ZJRNZBPY","control",0,1,0
"40908322MEHQSCAQ","test",1,1,0
"42023550PRIGJBOG","test",0,0,0
"27215490SUJRGZJG","control",1,1,0
"14357489KNERIMOQ","control",0,0,0
"03080303COCRXCLE","control",0,0,0
"71217197UWBFXCUW","test",0,0,0
"90292231POYODWQP","control",1,1,0
"07254457GYEAWLZZ","control",0,0,0
"55997669FZLKKKST","test",0,0,0
"86648419KYENBGNC","test",0,0,0
"63833864YGFJTWIP","control",0,1,0
"05507356LMARQPGU","control",0,1,0
"98255756GILGPKAT","control",0,1,0
"63696194PZTNVLOG","control",0,1,0
"44923032QLBZBHDV","test",0,1,0
"51038790OMBBTICK","control",0,1,0
"14204524HYALQMXS","test",0,1,0
"57755606WOLBIMNN","control",0,1,0
"12271916YGOYFPKU","control",0,1,0
"74511784TKHOYMCO","control",0,1,0
"21257724TLLSWRTK","control",0,0,0
"01304356UZZIAPBG","control",0,0,0
"46829498WKQJDMMF","test",0,0,0
"58795438PCATRBAF","test",0,0,0
"28850082QYXZNOTN","control",0,0,0
"61579879MBNHKZND","control",0,0,1
"25289209TQUFITLO","test",0,1,0
"34741768JUCCEBLC","test",0,1,0
"70513864CFRIMRGM","control",0,1,0
"46018846DNHBXYWG","test",0,0,0
"01675341VHVONYBC","test",0,0,0
"82062703SRGRYDDY","control",0,0,0
"59215919LXLHIXCY","test",0,0,0
"27739958LFSGNCKO","control",0,0,0
"72160550UKJWDCPA","test",0,0,0
"10338009XZFLKMLV","test",0,0,1
"02797367CFJIIXSM","test",1,1,1
"98683241BNINAREJ","control",0,1,1
"37373719MKFTHZOH","control",0,0,0
"04262247RGYCDUSP","test",0,1,0
"65735736QTKDZXPB","control",0,0,0
"55432453YKQJZEQM","test",0,0,0
"88172144LJVENVXP","test",0,0,0
"72323747RMCYXSYS","control",0,0,0
"12047885SZECAMNH","control",0,1,1
"92177226OYYTBMIB","control",0,1,0
"42666372YXAKSFPE","test",0,0,0
"03742530MCHNQSIX","control",0,1,0
"29335534FAEELXWM","control",0,0,0
"37313058YVJBCEDC","test",1,0,0
"21321774KYAPQXBW","test",0,0,0
"91561076SLMNEDTJ","test",1,0,1
"02326830BUFJUEUH","test",0,0,0
"65370563EZSSLXFV","test",0,1,0
"55890432EMRJJUGD","control",0,0,0
"92934568ABXNZZZG","test",0,0,1
"93819303VUGBWSXU","control",0,1,0
"74410232RNREZECK","test",0,0,0
"95020356ZCPZOQSA","control",0,0,0
"71088120BPTAKQMK","control",0,1,0
"70649809KNXUDHTE","control",0,0,0
"23972943ZXQVZEEO","control",0,1,0
"37550212VMMLOMFE","test",0,1,0
"34054144KCHUYPRX","control",0,1,1
"37111163NJCLWZTO","control",0,0,0
"06688810GHKSUMYY","control",0,0,0
"99071696AZVHOBPI","control",0,0,0
"95515718CLRPXRXN","control",1,1,0
"26628276FGRNONRK","control",0,1,0
"51306169YIVCLKAX","test",0,1,1
"33039247AGXTJYNH","control",1,1,0
"88924019EROACMTE","test",0,0,0
"31511822THHDLGQL","test",0,1,0
"64524368OPNIBIIP","test",0,0,0
"00503493CRQHCLMI","test",1,0,0
"91605847CLGBDICA","control",0,0,0
"91904001ROIYKELO","test",0,1,0
"96330254QDRMQFXI","test",0,1,0
"41999909UAPKCZTP","control",0,1,0
"34710859ZAYAHXQR","test",0,1,1
"03497589GJQLSQIR","test",0,0,1
"37780852CLQCBEQL","test",0,1,0
"30848575MDUMWMQP","control",0,0,0
"31881766XNPNDGJU","test",0,0,0
"33209734PTEGCAAX","control",0,0,0
"42203771IZCYWQYM","test",0,1,0
"11066022LKSAEPUE","test",0,0,0
"13075272CZCOGKFB","control",0,1,0
"59207894EKDEBEMO","test",0,0,0
"74275328ZYGPKSCO","control",0,0,0
"83368701TNKDWRYC","control",0,0,0
"73929691UXRWZZQA","control",0,0,0
"75523211GMSPQJPC","test",0,1,1
"75714573VCUNXKZZ","test",0,0,0
"72602568NUYZPIEP","control",0,0,0
"37293025ZNJCTVQT","test",0,1,1
"40609313MIYOXSJV","test",0,0,1
"99146640NVSRRWWC","control",0,0,0
"39970283JJLKSQML","control",0,1,1
"29144253AKFRXZFA","test",0,1,0
"88720331DFEBTIXJ","control",0,1,0
"18809204FRNHSAJD","control",0,1,0
"02850571EJQGFVRX","test",1,1,0
"42203037NEGUJYSY","control",0,0,0
"36561784LREHCSPN","control",0,0,0
"43922957VHWZAHOL","test",0,0,0
"22367963VWPWREYU","test",0,1,0
"48929080RGWFIAHN","control",0,1,0
"80892132BPBHCMKY","control",0,1,0
"54854339QQBOTZEV","control",0,1,0
"93485848EBIJAIEE","test",0,0,0
"38205347WXMPDSUR","test",1,1,0
"07972911TVQCMQMC","control",0,1,0
"89048505FJUWUBCS","test",0,0,0
"09984167JZONCNBP","control",0,1,0
"19105758CIIECTFD","control",0,1,0
"37130890KXWFREZY","control",0,0,0
"81685719XKKIXBMV","test",0,1,0
"46043980XCCMTVDB","test",0,1,0
"00256897SGYNRFMN","test",1,1,0
"61069958REVLHBYB","control",0,0,0
"61527117EVNTECYX","control",1,1,0
"53270869NPRZNKOX","control",0,0,0
"87621538LGJWTKCY","test",0,1,1
"33001381KONTDLFJ","test",0,0,0
"78727331NGZJMRHQ","control",0,0,0
"08993536KFBJOPXY","test",1,0,0
"68676233APKRSYEY","control",0,0,0
"89797864QMYWATJY","test",0,1,0
"44897825PNAIUQTY","control",1,1,0
"95564747LEZPWYKD","test",0,1,0
"22897343GLBVQWEP","test",0,0,0
"23085448GAODGFPO","control",0,1,0
"65352702AYTHGYMR","control",0,0,0
"05963060TQUTTWDC","test",0,0,0
"38770239OICPGVPY","test",0,0,0
"16658777BYFODLIG","test",0,1,0
"88441787CXQBSHCW","control",0,0,0
"00294156WKNXDPNI","control",0,0,0
"14645763ULGVUAAO","control",0,0,1
"91149763URGBLLPR","control",0,1,0
"26743437IEPWKNSN","control",0,0,1
"74192236LOETOWLE","test",0,1,0
"46591877KGGVEHVH","test",0,1,0
"27805223CBBLJWRK","control",0,0,0
"32558575QZLFRAGD","test",0,1,0
"47527781YQYCKGDF","control",0,0,0
"76562455MBNNJEYB","control",0,1,0
"38455017OCECPUWQ","control",0,1,0
"55952674ABBGFHAF","control",0,1,1
"94860724BNSNHSKR","test",0,1,0
"24777165ZMQJHRAX","control",0,1,0
"80167308SIWNFGFM","control",0,1,0
"03635965ROGKQUXC","test",0,0,0
"29197730QYVBBFSW","test",0,0,0
"83010323HSKFMUXC","test",0,0,0
"23192737CZKVADRR","control",0,1,0
"11052045AACFTTQW","test",0,0,0
"57252934CQGUPYXJ","control",0,1,0
"74517401YPQIEMHP","test",0,0,0
"74378583ARMWBRAW","control",0,1,0
"69824077ZIXMICNL","control",0,0,0
"20114999KJULSOTM","test",0,1,0
"52649833NUPULAIY","test",0,1,0
"45974178SPJUIBFX","control",1,0,0
"54847931BNQCYXOO","test",0,0,0
"17764932DZLKSENG","test",0,0,0
"49217428ESGGMQFM","test",0,0,1
"73280957GFWJSIVS","test",0,1,0
"46968463VPARYFNI","test",0,1,0
"12973187HRJRCTZC","test",0,0,0
"05387105EIEQRJPJ","test",0,0,0
"56184130YGIBNBRH","test",0,0,1
"96500280SMESBYEM","control",0,1,1
"67929474KDQLHJIT","test",0,1,0
"59709107GDSJNRQJ","test",0,0,0
"23355121TZXZHNQZ","test",0,0,0
"99265561VEDEHPAP","control",0,0,0
"86786208AUXBJGPY","test",0,1,0
"04213641JEZKSCVJ","test",0,1,0
"43072574RMYZDPQJ","test",0,1,0
"56077329VMAXLXZT","test",0,1,0
"94592991VBAOUVAE","test",0,1,1
"59408816IGLDSXVQ","test",0,1,1
"31706645JSGIWDMR","test",0,1,0
"62174423XSBPJOUP","control",0,0,0
"12581226SCQGAEEJ","test",0,1,0
"31346723UKRARXIQ","test",0,1,0
"35554732LBBCGHRX","control",0,0,0
"81867438ZAPOCKLQ","control",0,1,0
"06336158KPAJQIWK","test",0,1,0
"12757635CQXDXQNE","test",1,1,0
"93374023HSVSZXKX","test",0,1,1
"06044716OKQFYHLK","test",0,0,0
"19329061DKRDHXSG","test",0,0,0
"00362307ETCPAOKF","test",0,0,0
"75136913FJZLADOX","test",0,0,0
"91130155JUCODZFI","test",0,1,0
"32380839DZCBBNIO","test",0,0,0
"53779558PUIFCYVT","control",0,1,0
"02860035RCHFASOE","test",0,0,0
"15212219OWZXKQBH","test",0,1,0
"90911982QFKTYJMQ","control",0,1,0
"62089856ICGPIDDE","test",0,1,0
"46860154KKXHJPGM","control",0,1,0
"37929739OJYXKDZQ","control",0,1,0
"64208079KZFPSMKU","test",1,1,1
"58592169RMSEIRMQ","control",0,0,0
"11527639ZEKEEODD","control",0,1,0
"12777913FEHNZOUF","test",0,0,0
"02452412NRUXELYT","control",0,0,0
"53626053WUYEWWOF","control",0,0,0
"81212706ELAJGFLL","test",0,0,0
"73697954CXVTOIRF","control",0,0,1
"49283094VXDDJUMA","control",0,1,0
"03405210ITYETULB","test",1,0,0
"12855065HAVRNYCU","test",0,1,0
"53439024DBEOVVZH","test",0,1,0
"56526410OEJOICLW","control",0,0,0
"39003397LJGEJEUI","test",0,0,0
"40319723ADGRMGXX","control",0,1,0
"48732248YSQAULXY","test",0,1,0
"30119474AQBUYVRY","control",0,1,0
"16773749SWOCEYGI","test",1,1,0
"04006879REHGPNKF","test",0,0,0
"57181426IGFNNQFJ","control",0,1,0
"13477370OXDYRPPT","test",1,0,0
"22227859QKDVROEO","control",0,0,0
"47332559KDOVXEUR","test",0,0,0
"89579504HWFQXLXF","control",0,1,0
"25426084PCWINPCA","test",0,0,0
"80902946OIDACIXC","control",0,1,1
"63224466INKLPSZK","control",0,0,0
"86184999MLRBDEDD","test",0,1,0
"67456401SHAVTYDH","control",0,0,0
"74813510IDCOWXIX","control",0,0,0
"66702257CXCLHFFL","control",0,1,0
"83843005YXYCIPYD","test",0,0,0
"41227602LJNTUXYC","control",0,0,0
"04338377ZECHHRHP","test",0,0,0
"48471599IKDZUJGM","control",0,1,0
"93291679AXQUGTKD","test",0,1,0
"57313035IGBJUWYG","test",1,0,0
"04234100TLSARGBK","test",1,1,1
"78533960YATAIWAB","test",0,0,0
"41599475SDCDRRUU","control",0,0,0
"87961640DTLDMBIJ","control",1,0,0
"02368003BUIWNRQT","test",0,1,0
"73395865QNSGYLAR","test",0,1,0
"61052712QQYMRWVK","test",0,0,0
"06212280ZGQLVRNP","control",0,0,0
"92049134SXLGSHKT","test",0,1,1
"38089244KZBIZVEL","test",0,1,1
"82565631UVAGJBDL","control",0,0,0
"71954423IZPRFWQH","test",0,0,0
"77017779NNYTNQZT","control",0,1,0
"77076618WGBRKPIW","control",0,1,0
"74542940NMMAKKSY","test",0,1,0
"57049410SOUXPNPQ","test",0,1,0
"99640063XTZOXBZK","test",0,0,0
"51348717LTGEPRLD","control",0,0,0
"13731312MUSAXQPM","control",0,1,0
"18304698YXCRUWVB","test",0,0,0
"94355065FXDMLZNP","control",0,0,0
"10544397RJXRCFYD","test",0,0,0
"87387418MJDBSXTG","control",0,1,1
"57122898OJEXKZED","test",0,0,0
"31545701CJPCRHEY","control",0,0,0
"40151872MCWLDRRO","control",0,0,0
"56967177YBXZLZQT","control",0,1,1
"85051190KXNJKUMU","test",0,1,0
"67943826KSAVLSIX","control",0,1,0
"93898860ECOSVKPU","control",0,1,1
"35280091VSUOZATT","test",0,0,0
"89663649QRVCLBOG","control",0,0,0
"54405975DDUMNCVK","test",1,1,1
"42016349UTJBTIFF","test",0,1,0
"46368977RXDSUCTB","test",0,0,0
"66357400XVAUOCED","control",0,0,0
"84372602LVTQVWVR","control",0,1,0
"54074037NDCMSZXK","test",0,0,0
"72508083CCCFDIJT","control",0,0,1
"74981859VGQBIOCL","test",0,0,0
"58526378KSXIFPUT","test",1,1,1
"62520569DQKUGZNT","test",0,0,0
"55094232ZGLKGTOQ","test",0,1,0
"01613919FCJIINJH","test",0,1,1
"31520347NNXQDZPU","control",0,0,0
"59744223SHXIGOSZ","test",0,0,0
"84686227QUYCJUOX","control",0,1,0
"76245927FXMZTLTS","control",0,0,0
"63925275DAXJRHQF","test",0,1,0
"66074932YUVBNYDD","control",0,0,0
"71648599FPHWHCQW","test",0,0,0
"06852418CMQKJCJW","test",0,1,0
"00185326HEFGCSBH","test",1,0,0
"66143759EOBXQFVH","control",0,0,0
"56732988PMNEPHRN","control",0,0,0
"68576684OJTBUJJK","test",0,0,0
"56258573GLEJHFXR","test",0,0,0
"18396705SRLAXVKR","control",0,0,0
"45885973HBEPHUZM","control",0,0,0
"45996412PWQAPVHT","test",0,0,0
"66858194EAKEOGAN","control",0,1,1
"24178561IOCHGMTJ","test",0,1,0
"83664333DQPAPACL","control",0,1,0
"53982875VRCISGQU","test",0,1,0
"98543745COBAZHFM","test",0,0,0
"02681301WVTAZRQU","control",0,1,0
"18753778XJQSOTMP","control",0,0,0
"72803351EIQMYION","control",0,0,1
"53210013OIDLZPRV","test",0,1,1
"41432943IVBPPDTY","control",0,1,0
"02266518SMWDQJMO","test",0,1,0
"04037590VHFGWPUA","test",0,1,1
"42743683UHWBIACZ","test",0,1,1
"18831143WODBSJPD","control",0,1,0
"61281550BLGHEYZU","test",0,1,0
"55603204IEXVWQQY","test",0,0,0
"07518090SJIKPRKS","control",0,0,0
"75412467WVGTAFCW","control",0,1,0
"95622756YFTRNLEF","test",0,1,0
"30276050CPXQBEAO","test",1,1,1
"09156792KNXCITRN","test",0,1,0
"45612008JSUZWYCX","control",0,1,1
"47199376WGITDQTP","control",0,0,0
"43281737HTNOKLDM","test",0,1,0
"66441467CQWUISRG","test",0,0,0
"23992475LDJPUYSN","control",0,0,0
"20550585HDLYICFV","control",0,1,0
"09326559XWHDEAJU","control",0,1,0
"41403548CMAUDOIF","test",0,1,0
"17940431DBJQSTDW","test",0,1,0
"94146871TDFNVSBT","control",0,0,0
"89673469SNMJVJXX","control",0,1,0
"77407049YSAYVKNO","control",0,0,0
"24473191BJSIZEFS","test",0,1,0
"18908887SAMHLUTU","control",0,1,1
"45912617ESFWITRP","control",0,1,1
"33014565BQILUYWZ","test",0,0,0
"96278248OPVCMBEW","test",0,1,1
"77452540CRCKKMFG","test",0,1,0
"49393711FDTXJLDR","control",0,0,0
"89645397JNNDAAKK","test",0,0,0
"23091914MNBSAAPG","control",0,0,0
"68300579FHSWTGUA","control",0,0,0
"28213747FCXRSFKW","test",0,0,0
"75204352VJBTIHET","test",0,0,0
"29341986VCHJOEQE","control",0,1,1
"95112796NIRTPJNC","test",0,0,0
"65621654JGUQZTPI","test",0,0,0
"11109689SSDIQKBA","test",0,0,0
"34809272BZDTDDJB","test",0,0,1
"79814635SZGHTWWS","test",0,0,0
"32566185MERMWOTX","test",0,1,1
"66549493AIJGZEYG","control",0,0,0
"71992123VSJIIAFR","control",0,1,1
"48776979KSPTSOFW","control",0,1,0
"96071373XMHDMTDG","control",0,0,0
"91392499NNMHJCQU","control",0,1,0
"87027100MRGDNBHS","control",0,1,0
"64863936SRZWEWSJ","test",0,0,0
"27570227MTAYAUEM","control",1,1,0
"55936805UHXQIKUR","control",0,0,0
"87470083SDVLJKBG","test",1,0,0
"09611984PLTEIWYI","test",0,0,1
"53712860GUNJQJDV","test",0,0,0
"03493372SQJMPULR","test",0,0,0
"23756325POMWHYXE","control",0,1,0
"48453543QUMSTJIE","control",0,0,0
"55331305VUZWDODZ","test",0,1,0
"85904546HZODECJO","control",0,1,0
"13582928INVZNNMD","control",0,0,0
"06000874KGCGGGZW","control",0,1,0
"77289474KSAVVOTI","test",0,1,0
"95219316PWAZUPCM","test",0,1,0
"31080845IYDXWCRX","control",0,0,0
"44846017GITJFWMG","control",0,0,0
"11026798JCNDEGFB","control",0,1,0
"64889184CAWHXWIM","test",0,0,0
"74802227ZOKCISLM","test",0,0,0
"98505769HXYNHZCF","test",0,0,0
"22590892MDZXGQSO","control",0,0,0
"63621561CQATWNVU","control",0,0,0
"25059189YNUHLWAH","test",0,0,0
"86953948JWBRFSRV","test",1,0,0
"46139903KEEZNHNO","test",0,1,0
"93392585RNVZPKHM","control",0,1,0
"01520311MAQBWOFT","control",0,0,1
"27384695VNQJKIOC","test",0,0,0
"67879475PNATXLGW","test",0,0,0
"67458396LUZLVXOL","test",0,1,0
"25357212HLZSZWRH","test",0,1,0
"05914033XTXRAALQ","test",0,0,0
"87669768TMBUPCBB","test",0,0,0
"16215256LXVWNTXT","test",0,0,0
"72273665DYFCGJAK","test",0,1,0
"05701844YCPIUDKC","control",0,1,0
"43019973RZMALJGG","test",0,1,0
"34887598PIWKMFBM","test",1,0,0
"49657322UGMFQDIK","control",0,1,0
"89992172ERNYYTKO","test",0,0,0
"46882826VIRCAQLI","test",0,1,0
"27375322TZEUYALL","control",0,0,0
"52832142IEKDRBFN","test",1,0,0
"98958568HZMEAVCW","test",0,0,0
"40607571FIPAFSKC","control",0,0,0
"26787484UGRKXQGF","test",0,0,0
"49846550KPQUXWKX","test",0,1,1
"14824082DYZPUVJJ","test",0,0,0
"12239907VPQLATLX","test",0,1,0
"52434424TKWHDUBU","test",0,1,1
"74578957ZDEZEGHY","test",0,0,0
"04823156DKJXZJHF","control",0,0,0
"26012688IEZOHLIB","control",0,1,0
"67843290RLGDZDJA","control",0,1,0
"87990588TWPEXLEW","control",0,1,0
"00967208ZTUNHAPS","test",1,1,1
"68803638CZCHKSUR","test",0,0,0
"26172704UCVTWOVA","test",0,0,0
"80005773JNDEECOR","test",0,0,0
"33620833SREKKFZY","test",1,0,0
"81089197LQEROOJV","test",0,1,0
"15548656ZOZUVZUN","control",0,0,0
"57998944FCQBRTQF","test",0,0,0
"01949713VEVDUTXP","control",1,0,0
"34987417ENSCLMHZ","control",0,0,0
"78393120XXUCWEYV","test",0,1,0
"51303897FSUEDMOY","control",0,0,0
"38701494NIJJFSIU","control",0,1,1
"06232786JMORKGXR","control",0,0,0
"75485863UWMXNEFX","test",0,0,0
"26246256VWAGAPUE","control",0,0,0
"62408809HYZBRGYM","control",0,0,0
"92864977DZICXSHV","test",1,0,0
"84597105KQKBLUXT","test",0,1,0
"03564062HKKZHKKW","control",0,1,1
"40922706XBTOGOVE","test",0,0,0
"00591437AQNHEXRW","test",0,0,0
"63855398BIHSEMAP","test",0,0,0
"67577032LAFMAQFH","control",0,0,0
"54095127LBCTGKDZ","test",0,0,0
"54733904QYZMKIVF","control",0,1,0
"43907657YWXSMGHL","control",0,1,1
"34872220DLKDPIYG","control",0,1,1
"23634983MUCFHRHU","control",0,0,1
"82051050IPVBJTXB","control",0,0,0
"44694401ECXGPQNQ","test",0,0,0
"25955491OWKZYYPY","control",1,1,0
"63759825RVNZQVCW","test",1,1,1
"13438604FEYSXPIB","control",0,0,0
"09058104RBHSVIUA","control",0,1,0
"38277585YUKSCBNF","control",0,0,0
"67218031QRIDIGDW","control",0,0,0
"24388249EICNTYOX","test",1,1,0
"54136975TSMVSZVK","test",0,0,0
"22686703CLSIJIMO","test",0,1,0
"14720331WEVEKPEZ","test",0,1,0
"62480421BJMULNMN","test",0,1,0
"81702562ENFNPONG","test",0,0,0
"23403307WWEZEYUC","control",0,1,1
"64803754CJMNJVID","control",1,1,1
"54136649XGGZESAH","test",0,1,0
"36340779XELKCGJL","test",0,0,0
"19111627VJUJAOSO","test",0,1,0
"18900672VITSVLYL","control",0,0,0
"38549420NQSIBOIS","control",0,0,0
"99664140KTXRQQCB","control",0,1,0
"94100649QAFMCUIA","control",0,0,0
"83423067OGHLUPPA","control",0,1,0
"71026382GJYORWIK","control",0,1,1
"98513461TNTUISYG","control",0,0,0
"89173850VNOHUCGC","test",0,0,0
"95068897CFLJFTKV","control",0,0,0
"91648593YPQRALIM","control",0,0,1
"63447009UXJIEAEN","test",0,0,0
"13859218VPGVHMMY","test",0,0,0
"31650188BTBDVNND","control",0,0,0
"12068121EOSLKYQN","test",0,1,1
"91918416PRMEXQKF","control",0,1,1
"29705163FHBQVRRV","control",0,0,0
"71805599RGYVXDCD","control",0,1,0
"79158587NVTVZHAC","control",0,0,0
"51589782CDOYJFUK","control",0,1,0
"67174691KUOBVFWW","control",0,1,0
"04978594IKQOESCF","control",0,1,1
"76039236UWTNZZFG","test",1,1,0
"66581123NLDUCIYX","control",0,1,0
"14158347SJVIDRWO","test",0,0,0
"30947274MZKUIHJK","test",0,0,0
"99672441ELWDYPCZ","test",0,1,0
"38692361AIKCEDXB","test",0,0,0
"94317125FOIBNMNI","test",0,0,0
"36212777EIFLVNOD","control",0,1,0
"53263818MGJBXSWV","test",0,0,0
"90978075ZHGPHXBX","control",0,1,0
"49916721ORTBMNVH","test",0,0,0
"45660667LYSYEDXQ","control",0,0,0
"40402957AFISIBJZ","control",0,1,1
"59843690XUNKSBNI","control",0,1,0
"31817839YEOPPWNU","control",0,0,0
"52162218SAVRMPCQ","control",0,1,0
"19024617VYCRKFKK","test",0,0,0
"15174475JINVEYPZ","control",0,0,0
"35921798YJSHXLJZ","test",1,0,0
"69194444QPLUXALZ","test",0,0,0
"91268982IYDXFHYX","control",0,1,0
"33793542OAJFYIDR","test",0,1,0
"57047038SLGQOVOW","control",0,0,0
"55995408YJYZJAAP","test",0,0,0
"92782291RDZRXKTG","control",0,1,0
"13813978PARGGOOX","control",0,1,0
"84097741PRLAHJCY","control",1,1,1
"30455166UEZLUNLV","control",0,1,0
"12904357NDDLVIDY","test",0,0,0
"91970780WCSSPEVP","test",0,0,0
"90233723UHZCMRUQ","test",1,0,0
"86294415SQQRAVPF","test",0,1,0
"34637176JCHJYPBX","control",0,1,0
"44285582RAESGBDC","control",0,1,1
"05483898FJZOKGZF","control",0,1,0
"57439212ONKYTQHN","control",0,1,0
"44306574AIAHYRKC","test",0,1,0
"05744608JWHMJXNZ","control",0,1,0
"66384300QLFYKLMR","test",0,1,0
"16747628XONBNWRG","control",0,0,1
"68728742VSMESMYH","control",0,0,0
"27207451TWMAJWNJ","control",0,1,0
"28414410ZBKVVTDB","control",0,0,0
"83740353PGGDVRCA","test",0,0,0
"75042908CZXVQMYK","control",0,0,0
"54441723HWSGTRSZ","test",0,0,0
"69671582WWKWIBCW","control",0,0,0
"42622785EYKYQIUK","control",0,0,0
"64100519SGIFDGSC","control",0,0,0
"82842226KQVLXSIU","control",0,0,0
"04604680EKASCTQW","test",0,0,0
"46389010SVIEBRFM","test",0,1,0
"25040869RTTIYOSC","test",0,0,1
"27995517FWEZBQNE","test",0,0,0
"40804432OSANTUDV","control",0,1,0
"93548597HCXDXLJD","test",0,1,0
"28043270YJVTYLOB","control",0,1,0
"95412289QNVFFWDY","control",0,1,0
"08506630AFAHHAFT","test",0,0,0
"64991902LOPQMGJK","test",0,1,0
"26943226PXCXJTUB","test",1,0,0
"38578522PYUKAVTR","test",0,0,0
"95056994LRLCQXGA","test",0,1,0
"03131037WCQMCABN","control",0,1,0
"72545370GPCWYOJF","test",0,1,0
"89011510JAUZOIUI","control",0,1,0
"77936691AVPUMODV","control",1,0,0
"78717350WQOUEMZI","control",0,1,1
"96045131QKPDKRZS","control",0,0,0
"72332005CRDWOFFY","control",0,1,0
"46524734TRKNSSJK","control",0,0,0
"14335528YNULVXOB","test",0,1,0
"62963100OQPWBWEA","test",0,1,0
"15010464UICEGSDU","control",0,0,0
"32417310DCEVHVTX","test",0,1,0
"88448648HCOVCNSE","control",0,1,0
"26076561GLYHZXDR","test",0,1,1
"13505714DKPYGPOE","test",0,1,0
"36036337OAWUQSHK","test",0,0,0
"54821163FPUYZZKK","control",0,1,0
"33841156BBHFQQHL","control",0,0,0
"36453626IILFVCIC","test",0,0,0
"66309757HPDATURO","test",0,1,1
"62235802EOZBAIZJ","test",0,0,0
"26507326SRGIKBPP","test",0,0,0
"14795011RDZBBXCY","control",0,0,0
"79500372SJEHXNCN","test",0,0,0
"45283320SWSCTVKK","control",0,0,0
"49072619GMYPRNCL","test",0,0,0
"75038530PQYMTPET","control",0,1,0
"85496023OIORLRJM","test",0,0,0
"77018115JPNCBWOU","test",0,1,0
"79997856FQOOIUSY","test",1,1,0
"77389535RUYMFLGG","control",0,0,0
"69778694YITJMYKM","test",0,1,0
"43876482LQYCSUBB","test",0,1,0
"34545745ZKBDRZCB","test",0,0,0
"34462089WGLUXTJZ","test",0,1,0
"16518188LWASVXLU","test",1,1,1
"43088789WLESSYCG","control",0,1,0
"81364039WHOLKWKA","test",1,1,0
"72140653JMABUWGT","test",0,1,0
"05582809TIIHSNGA","test",0,1,0
"24763124TSVCLLHL","control",0,1,1
"32731391QEGMAXOW","control",0,1,0
"98988238NLDMUYDP","control",0,1,0
"65995159OVCERAKW","control",0,1,0
"98052904DVYNWODW","control",0,0,0
"58720265YJIMURKT","test",0,0,0
"15327652BSAZCRIJ","control",0,0,0
"05540639VQUIRPSV","control",0,0,0
"23573263XIUAABZJ","test",0,0,0
"22829947SGYEKSCA","control",0,0,0
"21104891AGCIGPTN","control",0,0,1
"75686880MYOPPVDR","test",1,1,0
"55457632RDKVLYWI","control",0,1,0
"34085036NBSXCWDL","control",0,1,0
